feature	chromosome	start	end	SLX-17922.D704tp_D505tp.HC22GBBXY.s_6.r_1	SLX-17921.D705tp_D508tp.H5J55BBXY.s_8.r_1
13:103000001-103500000	13	103000001	103500000	0.973	0.946
13:103500001-104000000	13	103500001	104000000	0.993	1.014
13:104000001-104500000	13	104000001	104500000	0.929	1.009
13:104500001-105000000	13	104500001	105000000	1.006	0.979
13:105500001-106000000	13	105500001	106000000	1.074	0.917
13:106000001-106500000	13	106000001	106500000	0.99	0.985
13:106500001-107000000	13	106500001	107000000	1.044	0.959
13:107500001-108000000	13	107500001	108000000	0.929	0.936
13:108000001-108500000	13	108000001	108500000	0.957	1
13:108500001-109000000	13	108500001	109000000	0.985	1.029
13:109500001-110000000	13	109500001	110000000	0.974	0.958
13:110000001-110500000	13	110000001	110500000	0.972	0.976
13:110500001-111000000	13	110500001	111000000	0.868	0.95
13:111000001-111500000	13	111000001	111500000	1.03	0.991
13:112000001-112500000	13	112000001	112500000	1.056	1.101
13:112500001-113000000	13	112500001	113000000	0.885	0.885
13:113000001-113500000	13	113000001	113500000	1.065	0.965
13:113500001-114000000	13	113500001	114000000	1.003	0.986
13:114000001-114364328	13	114000001	114364328	1.008	1.033
14:20000001-20500000	14	20000001	20500000	0.95	0.987
14:20500001-21000000	14	20500001	21000000	0.874	1.03
14:21000001-21500000	14	21000001	21500000	0.88	0.92
14:21500001-22000000	14	21500001	22000000	0.913	1.064
14:22000001-22500000	14	22000001	22500000	1.011	1.026
14:22500001-23000000	14	22500001	23000000	1.023	1.041
14:23500001-24000000	14	23500001	24000000	1.057	1.03
14:24000001-24500000	14	24000001	24500000	0.977	1.009
14:24500001-25000000	14	24500001	25000000	0.948	1.016
14:25000001-25500000	14	25000001	25500000	1.009	1.039
14:25500001-26000000	14	25500001	26000000	0.927	1.046
14:26000001-26500000	14	26000001	26500000	0.93	0.97
14:26500001-27000000	14	26500001	27000000	0.972	1.018
14:27000001-27500000	14	27000001	27500000	0.881	1.019
14:27500001-28000000	14	27500001	28000000	0.988	1.059
14:28000001-28500000	14	28000001	28500000	0.864	0.975
14:28500001-29000000	14	28500001	29000000	0.902	1.027
14:29000001-29500000	14	29000001	29500000	0.99	1.003
14:29500001-30000000	14	29500001	30000000	0.935	1.029
14:30000001-30500000	14	30000001	30500000	0.981	1.065
14:30500001-31000000	14	30500001	31000000	0.907	1.002
14:31000001-31500000	14	31000001	31500000	0.807	0.95
14:31500001-32000000	14	31500001	32000000	1.021	1.065
14:32500001-33000000	14	32500001	33000000	0.954	1
14:33000001-33500000	14	33000001	33500000	1.03	1.033
14:33500001-34000000	14	33500001	34000000	0.965	1.003
14:34000001-34500000	14	34000001	34500000	1.039	1.082
14:35000001-35500000	14	35000001	35500000	0.885	0.951
14:35500001-36000000	14	35500001	36000000	0.938	0.981
14:36000001-36500000	14	36000001	36500000	0.999	1.02
14:36500001-37000000	14	36500001	37000000	0.918	0.986
14:37500001-38000000	14	37500001	38000000	0.959	1.008
14:38000001-38500000	14	38000001	38500000	0.95	0.996
14:38500001-39000000	14	38500001	39000000	0.916	1.012
14:39000001-39500000	14	39000001	39500000	0.869	0.954
14:39500001-40000000	14	39500001	40000000	0.967	1.088
14:40000001-40500000	14	40000001	40500000	0.907	1.064
14:41000001-41500000	14	41000001	41500000	0.914	0.936
14:41500001-42000000	14	41500001	42000000	1.033	1.07
14:42000001-42500000	14	42000001	42500000	0.981	0.997
14:42500001-43000000	14	42500001	43000000	0.956	0.949
14:43500001-44000000	14	43500001	44000000	0.936	1.004
14:44000001-44500000	14	44000001	44500000	0.945	1.034
14:44500001-45000000	14	44500001	45000000	0.935	1.017
14:45500001-46000000	14	45500001	46000000	0.957	1.036
14:47000001-47500000	14	47000001	47500000	0.964	1.075
14:47500001-48000000	14	47500001	48000000	0.901	1.013
14:48000001-48500000	14	48000001	48500000	0.985	1.032
14:48500001-49000000	14	48500001	49000000	0.943	1.008
14:49000001-49500000	14	49000001	49500000	0.968	0.994
14:49500001-50000000	14	49500001	50000000	0.955	0.975
14:50000001-50500000	14	50000001	50500000	0.836	0.873
14:50500001-51000000	14	50500001	51000000	0.888	0.93
14:51000001-51500000	14	51000001	51500000	0.999	1.022
14:52000001-52500000	14	52000001	52500000	0.962	0.995
14:52500001-53000000	14	52500001	53000000	0.924	0.915
14:53000001-53500000	14	53000001	53500000	0.853	1.043
14:53500001-54000000	14	53500001	54000000	0.963	0.999
14:54000001-54500000	14	54000001	54500000	0.909	0.998
14:54500001-55000000	14	54500001	55000000	0.891	1.051
14:55000001-55500000	14	55000001	55500000	0.89	0.927
14:55500001-56000000	14	55500001	56000000	0.866	1.024
14:56000001-56500000	14	56000001	56500000	0.953	1.033
14:56500001-57000000	14	56500001	57000000	0.91	0.987
14:57000001-57500000	14	57000001	57500000	0.968	0.995
14:57500001-58000000	14	57500001	58000000	1.018	1.039
14:58000001-58500000	14	58000001	58500000	0.91	0.967
14:58500001-59000000	14	58500001	59000000	0.983	0.973
14:59000001-59500000	14	59000001	59500000	0.88	1.018
14:59500001-60000000	14	59500001	60000000	1.042	0.96
14:60000001-60500000	14	60000001	60500000	0.919	1.001
14:60500001-61000000	14	60500001	61000000	0.948	0.976
14:61000001-61500000	14	61000001	61500000	0.977	0.978
14:61500001-62000000	14	61500001	62000000	0.944	1.051
14:62000001-62500000	14	62000001	62500000	0.924	0.989
14:62500001-63000000	14	62500001	63000000	1.045	1.054
14:63000001-63500000	14	63000001	63500000	0.909	1.008
14:63500001-64000000	14	63500001	64000000	0.931	0.963
14:64000001-64500000	14	64000001	64500000	0.972	0.975
14:64500001-65000000	14	64500001	65000000	0.98	1.021
14:65000001-65500000	14	65000001	65500000	0.946	0.964
14:65500001-66000000	14	65500001	66000000	1.022	1.008
14:66000001-66500000	14	66000001	66500000	1.013	1.026
14:66500001-67000000	14	66500001	67000000	1.032	1.014
14:67000001-67500000	14	67000001	67500000	1.042	1.056
14:67500001-68000000	14	67500001	68000000	0.861	0.975
14:68000001-68500000	14	68000001	68500000	0.981	0.993
14:68500001-69000000	14	68500001	69000000	0.904	0.914
14:69000001-69500000	14	69000001	69500000	0.997	0.961
14:69500001-70000000	14	69500001	70000000	0.964	0.901
14:70000001-70500000	14	70000001	70500000	0.935	1.028
14:70500001-71000000	14	70500001	71000000	0.873	0.959
14:71000001-71500000	14	71000001	71500000	0.961	0.974
14:71500001-72000000	14	71500001	72000000	0.914	1.07
14:72000001-72500000	14	72000001	72500000	0.998	1.064
14:72500001-73000000	14	72500001	73000000	1.004	1.012
14:73000001-73500000	14	73000001	73500000	0.871	1.014
14:73500001-74000000	14	73500001	74000000	0.859	0.944
14:74000001-74500000	14	74000001	74500000	0.963	0.963
14:74500001-75000000	14	74500001	75000000	0.885	0.958
14:75000001-75500000	14	75000001	75500000	0.846	0.864
14:75500001-76000000	14	75500001	76000000	1.005	0.953
14:76000001-76500000	14	76000001	76500000	0.936	0.986
14:76500001-77000000	14	76500001	77000000	0.948	1.063
14:77000001-77500000	14	77000001	77500000	0.896	0.948
14:77500001-78000000	14	77500001	78000000	1.031	1.004
14:78000001-78500000	14	78000001	78500000	1.033	1.037
14:78500001-79000000	14	78500001	79000000	1.066	1.075
14:79000001-79500000	14	79000001	79500000	0.982	1.057
14:79500001-80000000	14	79500001	80000000	0.961	1.018
14:80000001-80500000	14	80000001	80500000	0.956	1.03
14:80500001-81000000	14	80500001	81000000	1.009	0.996
14:81000001-81500000	14	81000001	81500000	0.927	0.94
14:81500001-82000000	14	81500001	82000000	1.001	1.107
14:82000001-82500000	14	82000001	82500000	0.976	0.97
14:82500001-83000000	14	82500001	83000000	0.958	0.991
14:83000001-83500000	14	83000001	83500000	0.911	0.977
14:84500001-85000000	14	84500001	85000000	0.839	0.965
14:85000001-85500000	14	85000001	85500000	0.965	1.01
14:85500001-86000000	14	85500001	86000000	0.991	1.037
14:86500001-87000000	14	86500001	87000000	1.002	1.066
14:87000001-87500000	14	87000001	87500000	0.94	1.041
14:87500001-88000000	14	87500001	88000000	1.003	0.957
14:88000001-88500000	14	88000001	88500000	0.938	1.033
14:88500001-89000000	14	88500001	89000000	0.893	1.041
14:89000001-89500000	14	89000001	89500000	1.041	0.999
14:89500001-90000000	14	89500001	90000000	0.961	0.951
14:90000001-90500000	14	90000001	90500000	1.006	0.909
14:90500001-91000000	14	90500001	91000000	0.921	0.954
14:91000001-91500000	14	91000001	91500000	0.935	0.967
14:91500001-92000000	14	91500001	92000000	0.907	0.944
14:92000001-92500000	14	92000001	92500000	1.002	1.089
14:92500001-93000000	14	92500001	93000000	0.904	0.985
14:93000001-93500000	14	93000001	93500000	0.954	0.943
14:93500001-94000000	14	93500001	94000000	0.929	0.98
14:94000001-94500000	14	94000001	94500000	0.94	1.033
14:94500001-95000000	14	94500001	95000000	0.944	1.046
14:95000001-95500000	14	95000001	95500000	0.934	0.984
14:95500001-96000000	14	95500001	96000000	0.986	0.94
14:96000001-96500000	14	96000001	96500000	0.988	0.986
14:96500001-97000000	14	96500001	97000000	0.836	0.992
14:97000001-97500000	14	97000001	97500000	0.93	1.036
14:97500001-98000000	14	97500001	98000000	0.813	0.938
14:98000001-98500000	14	98000001	98500000	0.959	1.012
14:98500001-99000000	14	98500001	99000000	0.95	0.976
14:99000001-99500000	14	99000001	99500000	0.928	0.974
14:99500001-100000000	14	99500001	100000000	0.905	0.978
14:100000001-100500000	14	100000001	100500000	0.925	0.98
14:100500001-101000000	14	100500001	101000000	0.926	0.967
14:101000001-101500000	14	101000001	101500000	1.034	0.994
14:101500001-102000000	14	101500001	102000000	0.922	1.041
14:102000001-102500000	14	102000001	102500000	1.005	0.995
14:102500001-103000000	14	102500001	103000000	1.042	0.925
14:103000001-103500000	14	103000001	103500000	0.945	0.939
14:103500001-104000000	14	103500001	104000000	0.936	0.988
14:104000001-104500000	14	104000001	104500000	0.999	0.997
14:104500001-105000000	14	104500001	105000000	0.89	0.995
14:105000001-105500000	14	105000001	105500000	0.958	0.984
15:23500001-24000000	15	23500001	24000000	1.091	0.995
15:24500001-25000000	15	24500001	25000000	0.948	0.943
15:25000001-25500000	15	25000001	25500000	0.966	0.967
15:26000001-26500000	15	26000001	26500000	1	0.966
15:26500001-27000000	15	26500001	27000000	1.036	0.941
15:27000001-27500000	15	27000001	27500000	0.953	0.927
15:27500001-28000000	15	27500001	28000000	0.891	0.957
15:29000001-29500000	15	29000001	29500000	1.013	1.04
15:29500001-30000000	15	29500001	30000000	1.066	0.92
15:31000001-31500000	15	31000001	31500000	0.971	0.974
15:31500001-32000000	15	31500001	32000000	1.103	1.063
15:33000001-33500000	15	33000001	33500000	1.041	0.984
15:33500001-34000000	15	33500001	34000000	1.034	1.043
15:34000001-34500000	15	34000001	34500000	0.834	0.91
15:35500001-36000000	15	35500001	36000000	1.1	1.014
15:36000001-36500000	15	36000001	36500000	0.989	1.003
15:36500001-37000000	15	36500001	37000000	1.047	0.996
15:37000001-37500000	15	37000001	37500000	1.112	0.986
15:37500001-38000000	15	37500001	38000000	1.05	1.062
15:38000001-38500000	15	38000001	38500000	1.087	1.036
15:38500001-39000000	15	38500001	39000000	1.006	1.098
15:39000001-39500000	15	39000001	39500000	1.05	0.995
15:39500001-40000000	15	39500001	40000000	0.951	0.946
15:40500001-41000000	15	40500001	41000000	0.972	0.946
15:41500001-42000000	15	41500001	42000000	0.983	0.919
15:42000001-42500000	15	42000001	42500000	0.999	1.007
15:42500001-43000000	15	42500001	43000000	0.918	1.054
15:43000001-43500000	15	43000001	43500000	1.046	1.068
15:44000001-44500000	15	44000001	44500000	1.095	1.049
15:45000001-45500000	15	45000001	45500000	0.972	0.974
15:45500001-46000000	15	45500001	46000000	0.993	1.016
15:46000001-46500000	15	46000001	46500000	1.054	0.999
15:46500001-47000000	15	46500001	47000000	0.977	1.017
15:47000001-47500000	15	47000001	47500000	1.058	1.076
15:47500001-48000000	15	47500001	48000000	1.002	0.971
15:48000001-48500000	15	48000001	48500000	0.972	1.073
15:48500001-49000000	15	48500001	49000000	0.989	1.004
15:49000001-49500000	15	49000001	49500000	1.112	1.008
15:49500001-50000000	15	49500001	50000000	0.992	0.991
15:50000001-50500000	15	50000001	50500000	0.939	1.015
15:50500001-51000000	15	50500001	51000000	0.994	0.867
15:51000001-51500000	15	51000001	51500000	0.988	1.021
15:51500001-52000000	15	51500001	52000000	0.958	0.94
15:52500001-53000000	15	52500001	53000000	1.011	0.923
15:53000001-53500000	15	53000001	53500000	1.031	1.067
15:53500001-54000000	15	53500001	54000000	1.013	1.064
15:54000001-54500000	15	54000001	54500000	1.065	1.005
15:55000001-55500000	15	55000001	55500000	1.129	0.988
15:55500001-56000000	15	55500001	56000000	1.044	0.978
15:56000001-56500000	15	56000001	56500000	1.056	0.956
15:56500001-57000000	15	56500001	57000000	0.876	0.939
15:57000001-57500000	15	57000001	57500000	0.947	1.034
15:57500001-58000000	15	57500001	58000000	1.046	0.93
15:58500001-59000000	15	58500001	59000000	0.947	0.99
15:59000001-59500000	15	59000001	59500000	0.888	1
15:59500001-60000000	15	59500001	60000000	0.961	0.969
15:60000001-60500000	15	60000001	60500000	1.003	1.024
15:60500001-61000000	15	60500001	61000000	1.029	1.057
15:61000001-61500000	15	61000001	61500000	1.047	0.966
15:61500001-62000000	15	61500001	62000000	1.093	0.996
15:62000001-62500000	15	62000001	62500000	1.024	1.008
15:62500001-63000000	15	62500001	63000000	1.03	0.995
15:63000001-63500000	15	63000001	63500000	0.974	1.004
15:63500001-64000000	15	63500001	64000000	0.989	0.924
15:64000001-64500000	15	64000001	64500000	0.974	0.977
15:64500001-65000000	15	64500001	65000000	0.897	0.973
15:65000001-65500000	15	65000001	65500000	1.023	1.058
15:65500001-66000000	15	65500001	66000000	0.983	1.002
15:66000001-66500000	15	66000001	66500000	1.04	0.98
15:66500001-67000000	15	66500001	67000000	1.01	1.036
15:67500001-68000000	15	67500001	68000000	1.002	0.994
15:68000001-68500000	15	68000001	68500000	1.014	0.96
15:68500001-69000000	15	68500001	69000000	0.971	0.94
15:69000001-69500000	15	69000001	69500000	0.996	0.961
15:69500001-70000000	15	69500001	70000000	1.002	1.069
15:70000001-70500000	15	70000001	70500000	0.974	1.013
15:70500001-71000000	15	70500001	71000000	1.029	0.993
15:71000001-71500000	15	71000001	71500000	1.053	1.104
15:71500001-72000000	15	71500001	72000000	1.106	0.981
15:72000001-72500000	15	72000001	72500000	1.048	0.964
15:72500001-73000000	15	72500001	73000000	1.007	1.046
15:73000001-73500000	15	73000001	73500000	1.083	0.976
15:73500001-74000000	15	73500001	74000000	0.94	1.048
15:74000001-74500000	15	74000001	74500000	1.04	1.087
15:74500001-75000000	15	74500001	75000000	0.941	1.055
15:75500001-76000000	15	75500001	76000000	1.015	0.951
15:76000001-76500000	15	76000001	76500000	0.976	1.044
15:76500001-77000000	15	76500001	77000000	1.005	1.06
15:77000001-77500000	15	77000001	77500000	1.105	1.089
15:77500001-78000000	15	77500001	78000000	1.149	1.149
15:78000001-78500000	15	78000001	78500000	0.957	0.963
15:78500001-79000000	15	78500001	79000000	1.065	1.058
15:79000001-79500000	15	79000001	79500000	1.045	0.981
15:79500001-80000000	15	79500001	80000000	1.021	1.024
15:80000001-80500000	15	80000001	80500000	0.934	1.024
15:80500001-81000000	15	80500001	81000000	0.952	0.997
15:81000001-81500000	15	81000001	81500000	0.953	0.889
15:81500001-82000000	15	81500001	82000000	1.096	1.057
15:82500001-83000000	15	82500001	83000000	1.131	1.082
15:83000001-83500000	15	83000001	83500000	1.051	1.085
15:83500001-84000000	15	83500001	84000000	1.039	1.054
15:84500001-85000000	15	84500001	85000000	0.933	1.031
15:85500001-86000000	15	85500001	86000000	0.977	0.925
15:86000001-86500000	15	86000001	86500000	1.088	1.056
15:86500001-87000000	15	86500001	87000000	0.977	1.038
15:87000001-87500000	15	87000001	87500000	1.057	1.076
15:87500001-88000000	15	87500001	88000000	0.994	1.031
15:88000001-88500000	15	88000001	88500000	1.068	1.021
15:88500001-89000000	15	88500001	89000000	1.013	0.998
15:89000001-89500000	15	89000001	89500000	0.962	0.99
15:89500001-90000000	15	89500001	90000000	1.073	1.068
15:90000001-90500000	15	90000001	90500000	0.953	0.922
15:90500001-91000000	15	90500001	91000000	0.856	0.906
15:91000001-91500000	15	91000001	91500000	0.969	0.989
15:92000001-92500000	15	92000001	92500000	0.996	1.027
15:92500001-93000000	15	92500001	93000000	0.975	0.851
15:93000001-93500000	15	93000001	93500000	1.027	1.01
15:93500001-94000000	15	93500001	94000000	1.077	0.965
15:94000001-94500000	15	94000001	94500000	0.976	1.051
15:94500001-95000000	15	94500001	95000000	1.082	0.983
15:95000001-95500000	15	95000001	95500000	0.915	0.935
15:95500001-96000000	15	95500001	96000000	1.02	0.998
15:96000001-96500000	15	96000001	96500000	0.997	0.9
15:96500001-97000000	15	96500001	97000000	1	1.023
15:97000001-97500000	15	97000001	97500000	0.997	1.053
15:97500001-98000000	15	97500001	98000000	1.015	0.989
15:98000001-98500000	15	98000001	98500000	0.977	1.01
15:98500001-99000000	15	98500001	99000000	0.951	1
15:99000001-99500000	15	99000001	99500000	0.954	0.975
15:99500001-100000000	15	99500001	100000000	0.981	0.96
15:100000001-100500000	15	100000001	100500000	1.045	1.048
15:100500001-101000000	15	100500001	101000000	1.059	0.905
15:101000001-101500000	15	101000001	101500000	0.95	0.924
16:1-500000	16	1	500000	1.105	1.022
16:500001-1000000	16	500001	1000000	1.072	1.001
16:1000001-1500000	16	1000001	1500000	1.021	1.009
16:1500001-2000000	16	1500001	2000000	0.926	0.886
16:2000001-2500000	16	2000001	2500000	0.969	1.058
16:3500001-4000000	16	3500001	4000000	0.954	0.94
16:4000001-4500000	16	4000001	4500000	0.979	0.932
16:4500001-5000000	16	4500001	5000000	1.02	0.952
16:5500001-6000000	16	5500001	6000000	1.02	1.023
16:6000001-6500000	16	6000001	6500000	0.984	0.959
16:6500001-7000000	16	6500001	7000000	0.945	0.975
16:7000001-7500000	16	7000001	7500000	1.004	0.933
16:7500001-8000000	16	7500001	8000000	0.983	0.982
16:8000001-8500000	16	8000001	8500000	0.96	1.055
16:8500001-9000000	16	8500001	9000000	0.974	0.938
16:9000001-9500000	16	9000001	9500000	0.998	0.914
16:9500001-10000000	16	9500001	10000000	1.075	1.094
16:10000001-10500000	16	10000001	10500000	0.981	1.084
16:11000001-11500000	16	11000001	11500000	0.983	1.002
16:11500001-12000000	16	11500001	12000000	0.956	0.999
16:12000001-12500000	16	12000001	12500000	1.023	1.049
16:12500001-13000000	16	12500001	13000000	0.978	0.982
16:13000001-13500000	16	13000001	13500000	1.055	1.071
16:13500001-14000000	16	13500001	14000000	1.039	0.971
16:14000001-14500000	16	14000001	14500000	0.988	0.913
16:15500001-16000000	16	15500001	16000000	0.925	0.969
16:17000001-17500000	16	17000001	17500000	1.035	0.968
16:17500001-18000000	16	17500001	18000000	1.087	1.052
16:19000001-19500000	16	19000001	19500000	0.957	1.035
16:19500001-20000000	16	19500001	20000000	0.925	0.978
16:20000001-20500000	16	20000001	20500000	1.031	1.003
16:22000001-22500000	16	22000001	22500000	1.077	0.993
16:23000001-23500000	16	23000001	23500000	0.995	0.96
16:23500001-24000000	16	23500001	24000000	1.019	0.963
16:24000001-24500000	16	24000001	24500000	1.039	0.995
16:24500001-25000000	16	24500001	25000000	0.942	0.971
16:25000001-25500000	16	25000001	25500000	1.023	0.958
16:25500001-26000000	16	25500001	26000000	1.031	1.016
16:26000001-26500000	16	26000001	26500000	0.979	1.012
16:26500001-27000000	16	26500001	27000000	0.999	1.033
16:27000001-27500000	16	27000001	27500000	0.936	0.918
16:27500001-28000000	16	27500001	28000000	1.056	0.958
16:30500001-31000000	16	30500001	31000000	0.885	0.899
16:31000001-31500000	16	31000001	31500000	0.956	0.994
16:46500001-47000000	16	46500001	47000000	0.857	0.996
16:47000001-47500000	16	47000001	47500000	1.008	0.995
16:47500001-48000000	16	47500001	48000000	1.086	1.092
16:48000001-48500000	16	48000001	48500000	0.962	1.054
16:48500001-49000000	16	48500001	49000000	1.009	1.012
16:49000001-49500000	16	49000001	49500000	1.04	0.979
16:49500001-50000000	16	49500001	50000000	0.962	0.995
16:50000001-50500000	16	50000001	50500000	0.92	1.006
16:50500001-51000000	16	50500001	51000000	0.96	0.957
16:51000001-51500000	16	51000001	51500000	1.034	0.996
16:51500001-52000000	16	51500001	52000000	0.968	0.972
16:52000001-52500000	16	52000001	52500000	1.159	0.948
16:52500001-53000000	16	52500001	53000000	1.018	0.989
16:53000001-53500000	16	53000001	53500000	0.982	1.039
16:53500001-54000000	16	53500001	54000000	1.018	1.037
16:54000001-54500000	16	54000001	54500000	1.028	0.993
16:54500001-55000000	16	54500001	55000000	1.033	0.998
16:55000001-55500000	16	55000001	55500000	0.997	1.039
16:55500001-56000000	16	55500001	56000000	0.973	0.973
16:56000001-56500000	16	56000001	56500000	1.047	1.002
16:56500001-57000000	16	56500001	57000000	1.075	0.962
16:57000001-57500000	16	57000001	57500000	0.995	0.916
16:57500001-58000000	16	57500001	58000000	0.928	0.985
16:58000001-58500000	16	58000001	58500000	1.015	0.989
16:58500001-59000000	16	58500001	59000000	1.034	1.044
16:59000001-59500000	16	59000001	59500000	1.024	1.017
16:59500001-60000000	16	59500001	60000000	0.977	1.014
16:60500001-61000000	16	60500001	61000000	1.063	1.013
16:61000001-61500000	16	61000001	61500000	1.037	1.044
16:61500001-62000000	16	61500001	62000000	1.072	1.001
16:62000001-62500000	16	62000001	62500000	0.954	0.962
16:62500001-63000000	16	62500001	63000000	0.98	0.982
16:63000001-63500000	16	63000001	63500000	0.971	0.963
16:63500001-64000000	16	63500001	64000000	1.018	1.017
16:64000001-64500000	16	64000001	64500000	1.018	0.942
16:64500001-65000000	16	64500001	65000000	0.959	0.996
16:65000001-65500000	16	65000001	65500000	1.026	0.993
16:66000001-66500000	16	66000001	66500000	0.999	0.956
16:66500001-67000000	16	66500001	67000000	1.024	0.931
16:67000001-67500000	16	67000001	67500000	0.989	0.943
16:68000001-68500000	16	68000001	68500000	0.962	0.871
16:68500001-69000000	16	68500001	69000000	1.135	1.025
16:69500001-70000000	16	69500001	70000000	1.019	0.984
16:71500001-72000000	16	71500001	72000000	0.94	1.057
16:72000001-72500000	16	72000001	72500000	0.964	1.077
16:72500001-73000000	16	72500001	73000000	1.118	1.029
16:73500001-74000000	16	73500001	74000000	1.08	1.003
16:74000001-74500000	16	74000001	74500000	1.002	1.047
16:74500001-75000000	16	74500001	75000000	1.013	0.95
16:75000001-75500000	16	75000001	75500000	1.009	0.981
16:75500001-76000000	16	75500001	76000000	1.118	0.963
16:76000001-76500000	16	76000001	76500000	0.963	0.974
16:76500001-77000000	16	76500001	77000000	1.043	0.977
16:77000001-77500000	16	77000001	77500000	0.933	0.969
16:77500001-78000000	16	77500001	78000000	0.997	1.006
16:78000001-78500000	16	78000001	78500000	0.953	0.933
16:78500001-79000000	16	78500001	79000000	1.071	0.991
16:79000001-79500000	16	79000001	79500000	0.999	1.056
16:79500001-80000000	16	79500001	80000000	0.961	1.022
16:80000001-80500000	16	80000001	80500000	1.025	1
16:80500001-81000000	16	80500001	81000000	1.094	0.96
16:81000001-81500000	16	81000001	81500000	1.001	0.95
16:81500001-82000000	16	81500001	82000000	0.905	0.917
16:82500001-83000000	16	82500001	83000000	1.05	0.92
16:83000001-83500000	16	83000001	83500000	1.027	0.957
16:83500001-84000000	16	83500001	84000000	0.964	1.001
16:84000001-84500000	16	84000001	84500000	0.962	0.955
16:84500001-85000000	16	84500001	85000000	0.983	0.961
16:85000001-85500000	16	85000001	85500000	0.968	0.964
16:85500001-86000000	16	85500001	86000000	1.011	0.951
16:86000001-86500000	16	86000001	86500000	0.984	1.02
16:86500001-87000000	16	86500001	87000000	1.047	1.044
16:87000001-87500000	16	87000001	87500000	0.914	0.989
16:87500001-88000000	16	87500001	88000000	1.167	1.024
16:88500001-89000000	16	88500001	89000000	0.888	0.93
16:89000001-89500000	16	89000001	89500000	0.928	0.915
16:89500001-90000000	16	89500001	90000000	1.008	0.926
17:500001-1000000	17	500001	1000000	0.965	1.103
17:1000001-1500000	17	1000001	1500000	1.082	1.042
17:1500001-2000000	17	1500001	2000000	1.036	0.962
17:2000001-2500000	17	2000001	2500000	0.919	0.913
17:2500001-3000000	17	2500001	3000000	1.011	0.994
17:3500001-4000000	17	3500001	4000000	1.083	1.088
17:4000001-4500000	17	4000001	4500000	0.974	1.009
17:4500001-5000000	17	4500001	5000000	0.946	0.939
17:5000001-5500000	17	5000001	5500000	0.981	0.964
17:5500001-6000000	17	5500001	6000000	1.032	1.039
17:6000001-6500000	17	6000001	6500000	0.982	1.006
17:6500001-7000000	17	6500001	7000000	1.079	1.136
17:7000001-7500000	17	7000001	7500000	0.891	1.019
17:7500001-8000000	17	7500001	8000000	0.86	0.889
17:8000001-8500000	17	8000001	8500000	0.866	0.957
17:8500001-9000000	17	8500001	9000000	0.866	0.993
17:9000001-9500000	17	9000001	9500000	0.999	1.084
17:9500001-10000000	17	9500001	10000000	0.878	1.07
17:10000001-10500000	17	10000001	10500000	1.016	0.981
17:10500001-11000000	17	10500001	11000000	0.978	1.043
17:11000001-11500000	17	11000001	11500000	1.007	0.99
17:11500001-12000000	17	11500001	12000000	1.129	0.983
17:12000001-12500000	17	12000001	12500000	0.881	1.006
17:12500001-13000000	17	12500001	13000000	0.934	0.949
17:13000001-13500000	17	13000001	13500000	0.933	1.046
17:13500001-14000000	17	13500001	14000000	0.932	1.088
17:14500001-15000000	17	14500001	15000000	0.933	1.055
17:15000001-15500000	17	15000001	15500000	0.932	1.056
17:16000001-16500000	17	16000001	16500000	0.897	0.904
17:17000001-17500000	17	17000001	17500000	1.01	0.99
17:17500001-18000000	17	17500001	18000000	0.97	0.984
17:21000001-21500000	17	21000001	21500000	0.966	1.015
17:27000001-27500000	17	27000001	27500000	1.273	1.058
17:27500001-28000000	17	27500001	28000000	1.189	1.052
17:28000001-28500000	17	28000001	28500000	1.299	0.924
17:28500001-29000000	17	28500001	29000000	1.19	1.001
17:29000001-29500000	17	29000001	29500000	1.148	0.99
17:29500001-30000000	17	29500001	30000000	0.891	0.999
17:30000001-30500000	17	30000001	30500000	0.99	0.959
17:31000001-31500000	17	31000001	31500000	0.979	0.996
17:31500001-32000000	17	31500001	32000000	0.937	1.035
17:32500001-33000000	17	32500001	33000000	0.971	1.066
17:33000001-33500000	17	33000001	33500000	1.003	1.04
17:33500001-34000000	17	33500001	34000000	1.037	1.064
17:34000001-34500000	17	34000001	34500000	1.142	1.049
17:34500001-35000000	17	34500001	35000000	1.024	0.988
17:35000001-35500000	17	35000001	35500000	0.942	0.949
17:36500001-37000000	17	36500001	37000000	0.996	1.022
17:37000001-37500000	17	37000001	37500000	0.989	0.987
17:38500001-39000000	17	38500001	39000000	0.915	1.042
17:39000001-39500000	17	39000001	39500000	1.109	0.944
17:39500001-40000000	17	39500001	40000000	1.108	1.014
17:40000001-40500000	17	40000001	40500000	1.205	1.006
17:40500001-41000000	17	40500001	41000000	0.932	0.99
17:41000001-41500000	17	41000001	41500000	1.039	0.968
17:41500001-42000000	17	41500001	42000000	0.988	1.021
17:42000001-42500000	17	42000001	42500000	0.907	1.01
17:42500001-43000000	17	42500001	43000000	0.919	0.94
17:44000001-44500000	17	44000001	44500000	0.859	1.055
17:44500001-45000000	17	44500001	45000000	0.946	1.014
17:45000001-45500000	17	45000001	45500000	0.975	0.921
17:45500001-46000000	17	45500001	46000000	1.084	1.113
17:47500001-48000000	17	47500001	48000000	0.991	1.171
17:48000001-48500000	17	48000001	48500000	0.98	1.002
17:48500001-49000000	17	48500001	49000000	0.938	1.002
17:49000001-49500000	17	49000001	49500000	1.017	1.013
17:49500001-50000000	17	49500001	50000000	1.226	1.05
